center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-2,0.0,,627,627,0,,,,,0,100,,,,,c-2,noss,1.25,period,3.7500013330136426,None,None,,,,,,,,,,,0,627,627,583,1205.7806340410025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205.7690316250082,1205.7806340410025,1207.0125810830505,1207.0125810830505,1207.0125810830505,1207.0853105410351,1207.0853105410351,1207.0853105410351,1209.5339053750504,period,3.7500013330136426,None,1209.5340463330504,1209.5341043750523,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,628,628,0,,,,,100,0,,,,,c-2,poss,0.5,period,0.8294010409736075,None,None,,,,,,,,,,,0,628,628,9,1209.5451659160317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.5362272910425,1209.5451659160317,1210.0302217500284,1210.0302217500284,1210.0302217500284,1210.1030974159949,1210.1030974159949,1210.1030974159949,1210.3829461249989,period,0.8294010409736075,None,1210.3831050830195,1210.3831592909992,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,629,629,0,,,,,0,100,,,,,c-4,noss,0.5,z,4.955900417000521,None,None,,,,,,,,,,,0,629,629,505,1210.3953291660291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.3861697500106,1210.3953291660291,1210.8801245830255,1210.8801245830255,1210.8801245830255,1210.9523853330174,1210.9523853330174,1210.9523853330174,1215.3561875000014,z,4.955900417000521,None,1215.356285625021,1215.3563287500292,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,15.0,,630,630,0,,,,,100,0,,,,,c+4,poss,0.5,z,1.3405914999893866,None,None,,,,,,,,,,,0,630,630,127,1215.3666367910337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.3583150409977,1215.3666367910337,1215.856416916009,1215.856416916009,1215.856416916009,1215.9298847080208,1215.9298847080208,1215.9298847080208,1216.716323166038,z,1.3405914999893866,None,1216.7164438750478,1216.7164979160298,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,631,631,0,,,,,0,100,,,,,c+0,noss,1.25,z,2.0382977909757756,None,None,,,,,,,,,,,0,631,631,627,1216.7272767500253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.718530208047,1216.7272767500253,1217.9638984580524,1217.9638984580524,1217.9638984580524,1218.0369783330243,1218.0369783330243,1218.0369783330243,1218.7715100829955,z,2.0382977909757756,None,1218.7716395830503,1218.7716966250446,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,632,632,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.7553300840081647,None,None,,,,,,,,,,,0,632,632,40,1218.7833422080148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.7743394999998,1218.7833422080148,1220.0129347080365,1220.0129347080365,1220.0129347080365,1220.0856892500306,1220.0856892500306,1220.0856892500306,1220.5499186250381,z,1.7553300840081647,None,1220.5500510830316,1220.5501048750011,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,633,633,0,,,,,0,100,,,,,c+0,noss,1.25,period,3.5664106670301408,None,None,,,,,,,,,,,0,633,633,623,1220.5613071250264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.5523268330144,1220.5613071250264,1221.7972053330159,1221.7972053330159,1221.7972053330159,1221.8698353330255,1221.8698353330255,1221.8698353330255,1224.1338734580204,period,3.5664106670301408,None,1224.1340280830045,1224.1340886660037,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,0.0,,634,634,0,,,,,0,100,,,,,c-2,noss,1.25,z,1.8047068750020117,None,None,,,,,,,,,,,0,634,634,580,1224.1456094160094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224.1363230410498,1224.1456094160094,1225.3810101660201,1225.3810101660201,1225.3810101660201,1225.453191541019,1225.453191541019,1225.453191541019,1225.9555433750502,z,1.8047068750020117,None,1225.9556557500036,1225.955699291022,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,635,635,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.4696811659960076,None,None,,,,,,,,,,,0,635,635,526,1225.9666996659944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.9577012500376,1225.9666996659944,1226.9569643750438,1226.9569643750438,1226.9569643750438,1227.0312918749987,1227.0312918749987,1227.0312918749987,1227.4395949580357,z,1.4696811659960076,None,1227.439732666011,1227.4397888749954,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
8,15.0,,636,636,0,,,,,100,0,,,,,c+8,poss,1.0,period,3.2313836659886874,None,None,,,,,,,,,,,0,636,636,233,1227.4506614580168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.4418814580422,1227.4506614580168,1228.4408607500372,1228.4408607500372,1228.4408607500372,1228.514753791038,1228.514753791038,1228.514753791038,1230.6850226250244,period,3.2313836659886874,None,1230.6851807910134,1230.685239500017,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,-15.0,,637,637,0,,,,,100,0,,,,,c-2,negs,1.0,period,1.5921929579926655,None,None,,,,,,,,,,,0,637,637,408,1230.6967282910482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.687607458036,1230.6967282910482,1231.6809157500393,1231.6809157500393,1231.6809157500393,1231.7530916660326,1231.7530916660326,1231.7530916660326,1232.3002089160145,period,1.5921929579926655,None,1232.300336041022,1232.3003912080312,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-6,-15.0,,638,638,0,,,,,100,0,,,,,c-6,negs,1.25,z,1.8395755829988047,None,None,,,,,,,,,,,0,638,638,335,1232.3115972499945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.3024652500171,1232.3115972499945,1233.547677916009,1233.547677916009,1233.547677916009,1233.620100500004,1233.620100500004,1233.620100500004,1234.1565415410441,z,1.8395755829988047,None,1234.1566704580327,1234.1567255000118,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,-15.0,,639,639,0,,,,,100,0,,,,,c-2,negs,0.75,z,2.522821417020168,None,None,,,,,,,,,,,0,639,639,390,1234.167326750001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.158840625023,1234.167326750001,1234.9067683750181,1234.9067683750181,1234.9067683750181,1234.9816017080448,1234.9816017080448,1234.9816017080448,1236.700476958009,z,2.522821417020168,None,1236.7006638330058,1236.7007175000035,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,640,640,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.402680541970767,None,None,,,,,,,,,,,0,640,640,517,1236.7127042080392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.703612915997,1236.7127042080392,1237.4477552080061,1237.4477552080061,1237.4477552080061,1237.5200507499976,1237.5200507499976,1237.5200507499976,1238.118144875043,z,1.402680541970767,None,1238.1183134580497,1238.1183709580218,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,-15.0,,641,641,0,,,,,100,0,,,,,c-2,negs,0.5,period,1.1227572080097161,None,None,,,,,,,,,,,0,641,641,381,1238.1304109159973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.1211127080023,1238.1304109159973,1238.61442591605,1238.61442591605,1238.61442591605,1238.6874115830287,1238.6874115830287,1238.6874115830287,1239.256839041016,period,1.1227572080097161,None,1239.2569591660285,1239.257013250026,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,642,642,0,,,,,100,0,,,,,c-2,poss,0.5,z,0.9833222079905681,None,None,,,,,,,,,,,0,642,642,5,1239.267700416036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239.2590958329965,1239.267700416036,1239.7568162910175,1239.7568162910175,1239.7568162910175,1239.8317954160157,1239.8317954160157,1239.8317954160157,1240.2559531250154,z,0.9833222079905681,None,1240.256077875034,1240.2561325410497,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,0.0,,643,643,0,,,,,0,100,,,,,c+4,noss,0.5,z,1.3021647090208717,None,None,,,,,,,,,,,0,643,643,679,1240.2673476660275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.258212707995,1240.2673476660275,1240.757849415997,1240.757849415997,1240.757849415997,1240.8317043330171,1240.8317043330171,1240.8317043330171,1241.5725021249964,z,1.3021647090208717,None,1241.5726205829997,1241.5726846660255,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,15.0,,644,644,0,,,,,100,0,,,,,c+4,poss,0.5,period,1.248421291995328,None,None,,,,,,,,,,,0,644,644,135,1241.5838944160496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.5749963330454,1241.5838944160496,1242.075341666001,1242.075341666001,1242.075341666001,1242.1484843330109,1242.1484843330109,1242.1484843330109,1242.834835665999,period,1.248421291995328,None,1242.8349737499957,1242.8350330830435,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-6,-15.0,,645,645,0,,,,,100,0,,,,,c-6,negs,0.5,period,2.0537476669996977,None,None,,,,,,,,,,,0,645,645,304,1242.8464874160127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242.837617833051,1242.8464874160127,1243.3313175830408,1243.3313175830408,1243.3313175830408,1243.4033709160285,1243.4033709160285,1243.4033709160285,1244.9071589580271,period,2.0537476669996977,None,1244.9072775410023,1244.9073297910509,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,646,646,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.5077065419754945,None,None,,,,,,,,,,,0,646,646,71,1244.9177412910503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.9095359159983,1244.9177412910503,1245.9074424580322,1245.9074424580322,1245.9074424580322,1245.9818755000015,1245.9818755000015,1245.9818755000015,1246.4343057910446,z,1.5077065419754945,None,1246.4344262499944,1246.4344793329947,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,0.0,,647,647,0,,,,,0,100,,,,,c+2,noss,1.25,period,4.395410500001162,None,None,,,,,,,,,,,0,647,647,669,1246.4455266250297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.4365083330194,1246.4455266250297,1247.6815021660295,1247.6815021660295,1247.6815021660295,1247.7531219579978,1247.7531219579978,1247.7531219579978,1250.8509404160432,period,4.395410500001162,None,1250.8510710410192,1250.8511275830097,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,0.0,,648,648,0,,,,,0,100,,,,,c-2,noss,0.5,z,1.1103196669719182,None,None,,,,,,,,,,,0,648,648,547,1250.8619416250149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.8531774580479,1250.8619416250149,1251.3472831660183,1251.3472831660183,1251.3472831660183,1251.4206048750202,1251.4206048750202,1251.4206048750202,1251.9846977080451,z,1.1103196669719182,None,1251.9848502080422,1251.9849064580048,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
6,15.0,,649,649,0,,,,,100,0,,,,,c+6,poss,0.5,period,1.42841974995099,None,None,,,,,,,,,,,0,649,649,172,1251.9968235410051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.9878822500468,1251.9968235410051,1252.4816566660302,1252.4816566660302,1252.4816566660302,1252.5537086660042,1252.5537086660042,1252.5537086660042,1253.434292333026,period,1.42841974995099,None,1253.4344198330073,1253.4344767080038,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
8,15.0,,650,650,0,,,,,100,0,,,,,c+8,poss,1.0,z,1.4958681659772992,None,None,,,,,,,,,,,0,650,650,241,1253.4454990000231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253.4368335000472,1253.4454990000231,1254.4317371660145,1254.4317371660145,1254.4317371660145,1254.5036682500504,1254.5036682500504,1254.5036682500504,1254.951065375004,z,1.4958681659772992,None,1254.951220916002,1254.951276125037,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-8,-15.0,,651,651,0,,,,,100,0,,,,,c-8,negs,1.25,z,1.9207278750254773,None,None,,,,,,,,,,,0,651,651,292,1254.9632972500403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.9539871250163,1254.9632972500403,1256.1986530410359,1256.1986530410359,1256.1986530410359,1256.2709215410287,1256.2709215410287,1256.2709215410287,1256.8899596660049,z,1.9207278750254773,None,1256.8900783749996,1256.8901224580477,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-8,-15.0,,652,652,0,,,,,100,0,,,,,c-8,negs,1.25,z,1.855473208008334,None,None,,,,,,,,,,,0,652,652,286,1256.9011515830061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.8921024160227,1256.9011515830061,1258.1413993750466,1258.1413993750466,1258.1413993750466,1258.215680291003,1258.215680291003,1258.215680291003,1258.768039165996,z,1.855473208008334,None,1258.7681884579943,1258.7682553750346,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,653,653,0,,,,,0,100,,,,,c-4,noss,0.5,z,0.9853005420300178,None,None,,,,,,,,,,,0,653,653,510,1258.780203916016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.77105858305,1258.780203916016,1259.2652279160102,1259.2652279160102,1259.2652279160102,1259.3375869580195,1259.3375869580195,1259.3375869580195,1259.7680419580429,z,0.9853005420300178,None,1259.7682180410484,1259.7682750000386,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,0.0,,654,654,0,,,,,0,100,,,,,c-2,noss,0.5,z,0.842024291981943,None,None,,,,,,,,,,,0,654,654,554,1259.7804141660454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.7709675000515,1259.7804141660454,1260.2651889580302,1260.2651889580302,1260.2651889580302,1260.3376162080094,1260.3376162080094,1260.3376162080094,1260.6254851249978,z,0.842024291981943,None,1260.6256274160114,1260.6256854580133,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
8,15.0,,655,655,0,,,,,100,0,,,,,c+8,poss,0.75,z,1.143558915995527,None,None,,,,,,,,,,,0,655,655,224,1260.6358125830302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.6278027910157,1260.6358125830302,1261.3752406249987,1261.3752406249987,1261.3752406249987,1261.448974791041,1261.448974791041,1261.448974791041,1261.7845374580356,z,1.143558915995527,None,1261.7846641660435,1261.784718208015,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,656,656,0,,,,,0,100,,,,,c+0,noss,0.5,period,1.2968205839861184,None,None,,,,,,,,,,,0,656,656,593,1261.7958955000504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.7871219160152,1261.7958955000504,1262.2812620000332,1262.2812620000332,1262.2812620000332,1262.3553013330093,1262.3553013330093,1262.3553013330093,1263.1020894580288,period,1.2968205839861184,None,1263.1022455830243,1263.102302083047,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,657,657,0,,,,,100,0,,,,,c+0,poss,1.25,z,1.796931708988268,None,None,,,,,,,,,,,0,657,657,78,1263.114190916007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.105227416032,1263.114190916007,1264.3487540000351,1264.3487540000351,1264.3487540000351,1264.4219712080085,1264.4219712080085,1264.4219712080085,1264.9181443330017,z,1.796931708988268,None,1264.918276500015,1264.9183322910103,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-8,-15.0,,658,658,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.2867244170047343,None,None,,,,,,,,,,,0,658,658,266,1264.929200500017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.920378083014,1264.929200500017,1265.665425291052,1265.665425291052,1265.665425291052,1265.7375580830267,1265.7375580830267,1265.7375580830267,1266.2185544579988,z,1.2867244170047343,None,1266.2188005830394,1266.2189142910065,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,0.0,,659,659,0,,,,,0,100,,,,,c+4,noss,0.75,z,1.2305942079983652,None,None,,,,,,,,,,,0,659,659,688,1266.2307716660434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.2214222080074,1266.2307716660434,1266.9655407080427,1266.9655407080427,1266.9655407080427,1267.037655000051,1267.037655000051,1267.037655000051,1267.4675188330002,z,1.2305942079983652,None,1267.4676741660223,1267.4677339160116,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,-15.0,,660,660,0,,,,,100,0,,,,,c-4,negs,0.75,z,1.3536315829842351,None,None,,,,,,,,,,,0,660,660,354,1267.4794122080202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.4703065000358,1267.4794122080202,1268.215508166002,1268.215508166002,1268.215508166002,1268.288365541026,1268.288365541026,1268.288365541026,1268.8355574580492,z,1.3536315829842351,None,1268.8357033750508,1268.8357768330025,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,-15.0,,661,661,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.2557040830142796,None,None,,,,,,,,,,,0,661,661,433,1268.8472728750203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268.8382450410281,1268.8472728750203,1269.5821567500243,1269.5821567500243,1269.5821567500243,1269.6544532910339,1269.6544532910339,1269.6544532910339,1270.1069758330123,period,1.2557040830142796,None,1270.1070945000392,1270.107148500043,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,662,662,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.1993248330545612,None,None,,,,,,,,,,,0,662,662,479,1270.1183122500079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.1092195410165,1270.1183122500079,1270.8591274160426,1270.8591274160426,1270.8591274160426,1270.9329900830053,1270.9329900830053,1270.9329900830053,1271.323271916015,period,1.1993248330545612,None,1271.3233943330124,1271.3234462499968,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,663,663,0,,,,,100,0,,,,,c-2,poss,1.0,period,1.470128457993269,None,None,,,,,,,,,,,0,663,663,26,1271.3341925410205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.325450208038,1271.3341925410205,1272.3257021660102,1272.3257021660102,1272.3257021660102,1272.3994783330127,1272.3994783330127,1272.3994783330127,1272.8083114580368,period,1.470128457993269,None,1272.808412333019,1272.8084556660033,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
